word,comparative,superlative,adverb,nom_sg_masc,gen_sg_masc,dat_sg_masc,acc_sg_masc,abl_sg_masc,nom_sg_fem,gen_sg_fem,dat_sg_fem,acc_sg_fem,abl_sg_fem,nom_sg_neut,gen_sg_neut,dat_sg_neut,acc_sg_neut,abl_sg_neut,nom_pl_masc,gen_pl_masc,dat_pl_masc,acc_pl_masc,abl_pl_masc,nom_pl_fem,gen_pl_fem,dat_pl_fem,acc_pl_fem,abl_pl_fem,nom_pl_neut,gen_pl_neut,dat_pl_neut,acc_pl_neut,abl_pl_neut
astrapoplectus,astrapoplectior,astrapoplectissimus,astrapoplecte,astrapoplectus,astrapoplecti,astrapoplecto,astrapoplectum,astrapoplecto,astrapoplecta,astrapoplectae,astrapoplectae,astrapoplectam,astrapoplecta,astrapoplectum,astrapoplecti,astrapoplecto,astrapoplectum,astrapoplecto,astrapoplecti,astrapoplectorum,astrapoplectis,astrapoplectos,astrapoplectis,astrapoplectae,astrapoplectarum,astrapoplectis,astrapoplectas,astrapoplectis,astrapoplecta,astrapoplectorum,astrapoplectis,astrapoplecta,astrapoplectis
centiceps,centicipitior,centicipitissimus,centicipititer,centiceps,centicipitis,centicipiti,centicipitem,centicipiti,centiceps,centicipitis,centicipiti,centicipitem,centicipiti,centiceps,centicipitis,centicipiti,centiceps,centicipiti,centicipites,centicipitium,centicipitibus,centicipites,centicipitibus,centicipites,centicipitium,centicipitibus,centicipites,centicipitibus,centicipitia,centicipitium,centicipitibus,centicipitia,centicipitibus
nudus,nudior,nudissimus,nude,nudus,nudi,nudo,nudum,nudo,nuda,nudae,nudae,nudam,nuda,nudum,nudi,nudo,nudum,nudo,nudi,nudorum,nudis,nudos,nudis,nudae,nudarum,nudis,nudas,nudis,nuda,nudorum,nudis,nuda,nudis
venenifer,veneniferior,veneniferrimus,venenifere,venenifer,veneniferi,venenifero,veneniferum,venenifero,venenifera,veneniferae,veneniferae,veneniferam,venenifera,veneniferum,veneniferi,venenifero,veneniferum,venenifero,veneniferi,veneniferorum,veneniferis,veneniferos,veneniferis,veneniferae,veneniferarum,veneniferis,veneniferas,veneniferis,venenifera,veneniferorum,veneniferis,venenifera,veneniferis
venenosus,venenosior,venenosissimus,venenose,venenosus,venenosi,venenoso,venenosum,venenoso,venenosa,venenosae,venenosae,venenosam,venenosa,venenosum,venenosi,venenoso,venenosum,venenoso,venenosi,venenosorum,venenosis,venenosos,venenosis,venenosae,venenosarum,venenosis,venenosas,venenosis,venenosa,venenosorum,venenosis,venenosa,venenosis
virulentus,virulentior,virulentissimus,virulente,virulentus,virulenti,virulento,virulentum,virulento,virulenta,virulentae,virulentae,virulentam,virulenta,virulentum,virulenti,virulento,virulentum,virulento,virulenti,virulentorum,virulentis,virulentos,virulentis,virulentae,virulentarum,virulentis,virulentas,virulentis,virulenta,virulentorum,virulentis,virulenta,virulentis
illecebrosus,illecebrosior,illecebrosissimus,illecebrose,illecebrosus,illecebrosi,illecebroso,illecebrosum,illecebroso,illecebrosa,illecebrosae,illecebrosae,illecebrosam,illecebrosa,illecebrosum,illecebrosi,illecebroso,illecebrosum,illecebroso,illecebrosi,illecebrosorum,illecebrosis,illecebrosos,illecebrosis,illecebrosae,illecebrosarum,illecebrosis,illecebrosas,illecebrosis,illecebrosa,illecebrosorum,illecebrosis,illecebrosa,illecebrosis
ludificatorius,ludificatoriior,ludificatoriissimus,ludificatorie,ludificatorius,ludificatorii,ludificatorio,ludificatorium,ludificatorio,ludificatoria,ludificatoriae,ludificatoriae,ludificatoriam,ludificatoria,ludificatorium,ludificatorii,ludificatorio,ludificatorium,ludificatorio,ludificatorii,ludificatoriorum,ludificatoriis,ludificatorios,ludificatoriis,ludificatoriae,ludificatoriarum,ludificatoriis,ludificatorias,ludificatoriis,ludificatoria,ludificatoriorum,ludificatoriis,ludificatoria,ludificatoriis
urniger,urnigerior,urnigerrimus,urnigere,urniger,urnigeri,urnigero,urnigerum,urnigero,urnigera,urnigerae,urnigerae,urnigeram,urnigera,urnigerum,urnigeri,urnigero,urnigerum,urnigero,urnigeri,urnigerorum,urnigeris,urnigeros,urnigeris,urnigerae,urnigerarum,urnigeris,urnigeras,urnigeris,urnigera,urnigerorum,urnigeris,urnigera,urnigeris
turriger,turrigerior,turrigerrimus,turrigere,turriger,turrigeri,turrigero,turrigerum,turrigero,turrigera,turrigerae,turrigerae,turrigeram,turrigera,turrigerum,turrigeri,turrigero,turrigerum,turrigero,turrigeri,turrigerorum,turrigeris,turrigeros,turrigeris,turrigerae,turrigerarum,turrigeris,turrigeras,turrigeris,turrigera,turrigerorum,turrigeris,turrigera,turrigeris
thyrsiger,thyrsigerior,thyrsigerrimus,thyrsigere,thyrsiger,thyrsigeri,thyrsigero,thyrsigerum,thyrsigero,thyrsigera,thyrsigerae,thyrsigerae,thyrsigeram,thyrsigera,thyrsigerum,thyrsigeri,thyrsigero,thyrsigerum,thyrsigero,thyrsigeri,thyrsigerorum,thyrsigeris,thyrsigeros,thyrsigeris,thyrsigerae,thyrsigerarum,thyrsigeris,thyrsigeras,thyrsigeris,thyrsigera,thyrsigerorum,thyrsigeris,thyrsigera,thyrsigeris
tridentiger,tridentigerior,tridentigerrimus,tridentigere,tridentiger,tridentigeri,tridentigero,tridentigerum,tridentigero,tridentigera,tridentigerae,tridentigerae,tridentigeram,tridentigera,tridentigerum,tridentigeri,tridentigero,tridentigerum,tridentigero,tridentigeri,tridentigerorum,tridentigeris,tridentigeros,tridentigeris,tridentigerae,tridentigerarum,tridentigeris,tridentigeras,tridentigeris,tridentigera,tridentigerorum,tridentigeris,tridentigera,tridentigeris
tricorniger,tricornigerior,tricornigerrimus,tricornigere,tricorniger,tricornigeri,tricornigero,tricornigerum,tricornigero,tricornigera,tricornigerae,tricornigerae,tricornigeram,tricornigera,tricornigerum,tricornigeri,tricornigero,tricornigerum,tricornigero,tricornigeri,tricornigerorum,tricornigeris,tricornigeros,tricornigeris,tricornigerae,tricornigerarum,tricornigeris,tricornigeras,tricornigeris,tricornigera,tricornigerorum,tricornigeris,tricornigera,tricornigeris
phoeniceus,phoeniceior,phoeniceissimus,phoenicee,phoeniceus,phoenicei,phoeniceo,phoeniceum,phoeniceo,phoenicea,phoeniceae,phoeniceae,phoeniceam,phoenicea,phoeniceum,phoenicei,phoeniceo,phoeniceum,phoeniceo,phoenicei,phoeniceorum,phoeniceis,phoeniceos,phoeniceis,phoeniceae,phoenicearum,phoeniceis,phoeniceas,phoeniceis,phoenicea,phoeniceorum,phoeniceis,phoenicea,phoeniceis
peltifer,peltiferior,peltiferrimus,peltifere,peltifer,peltiferi,peltifero,peltiferum,peltifero,peltifera,peltiferae,peltiferae,peltiferam,peltifera,peltiferum,peltiferi,peltifero,peltiferum,peltifero,peltiferi,peltiferorum,peltiferis,peltiferos,peltiferis,peltiferae,peltiferarum,peltiferis,peltiferas,peltiferis,peltifera,peltiferorum,peltiferis,peltifera,peltiferis
frigidulus,frigidulior,frigidulissimus,frigidule,frigidulus,frigiduli,frigidulo,frigidulum,frigidulo,frigidula,frigidulae,frigidulae,frigidulam,frigidula,frigidulum,frigiduli,frigidulo,frigidulum,frigidulo,frigiduli,frigidulorum,frigidulis,frigidulos,frigidulis,frigidulae,frigidularum,frigidulis,frigidulas,frigidulis,frigidula,frigidulorum,frigidulis,frigidula,frigidulis
cataphractus,cataphractior,cataphractissimus,cataphracte,cataphractus,cataphracti,cataphracto,cataphractum,cataphracto,cataphracta,cataphractae,cataphractae,cataphractam,cataphracta,cataphractum,cataphracti,cataphracto,cataphractum,cataphracto,cataphracti,cataphractorum,cataphractis,cataphractos,cataphractis,cataphractae,cataphractarum,cataphractis,cataphractas,cataphractis,cataphracta,cataphractorum,cataphractis,cataphracta,cataphractis
angelicus,angelicior,angelicissimus,angelice,angelicus,angelici,angelico,angelicum,angelico,angelica,angelicae,angelicae,angelicam,angelica,angelicum,angelici,angelico,angelicum,angelico,angelici,angelicorum,angelicis,angelicos,angelicis,angelicae,angelicarum,angelicis,angelicas,angelicis,angelica,angelicorum,angelicis,angelica,angelicis
triumphatorius,triumphatoriior,triumphatoriissimus,triumphatorie,triumphatorius,triumphatorii,triumphatorio,triumphatorium,triumphatorio,triumphatoria,triumphatoriae,triumphatoriae,triumphatoriam,triumphatoria,triumphatorium,triumphatorii,triumphatorio,triumphatorium,triumphatorio,triumphatorii,triumphatoriorum,triumphatoriis,triumphatorios,triumphatoriis,triumphatoriae,triumphatoriarum,triumphatoriis,triumphatorias,triumphatoriis,triumphatoria,triumphatoriorum,triumphatoriis,triumphatoria,triumphatoriis
portabilis,portabilior,portabilissimus,portabiliter,portabilis,portabilis,portabili,portabilem,portabili,portabilis,portabilis,portabili,portabilem,portabili,portabile,portabilis,portabili,portabile,portabili,portabiles,portabilium,portabilibus,portabilis,portabilibus,portabiles,portabilium,portabilibus,portabilis,portabilibus,portabilia,portabilium,portabilibus,portabilia,portabilibus
phantasticus,phantasticior,phantasticissimus,phantastice,phantasticus,phantastici,phantastico,phantasticum,phantastico,phantastica,phantasticae,phantasticae,phantasticam,phantastica,phantasticum,phantastici,phantastico,phantasticum,phantastico,phantastici,phantasticorum,phantasticis,phantasticos,phantasticis,phantasticae,phantasticarum,phantasticis,phantasticas,phantasticis,phantastica,phantasticorum,phantasticis,phantastica,phantasticis
hierographicus,hierographicior,hierographicissimus,hierographice,hierographicus,hierographici,hierographico,hierographicum,hierographico,hierographica,hierographicae,hierographicae,hierographicam,hierographica,hierographicum,hierographici,hierographico,hierographicum,hierographico,hierographici,hierographicorum,hierographicis,hierographicos,hierographicis,hierographicae,hierographicarum,hierographicis,hierographicas,hierographicis,hierographica,hierographicorum,hierographicis,hierographica,hierographicis
hieroglyphicus,hieroglyphicior,hieroglyphicissimus,hieroglyphice,hieroglyphicus,hieroglyphici,hieroglyphico,hieroglyphicum,hieroglyphico,hieroglyphica,hieroglyphicae,hieroglyphicae,hieroglyphicam,hieroglyphica,hieroglyphicum,hieroglyphici,hieroglyphico,hieroglyphicum,hieroglyphico,hieroglyphici,hieroglyphicorum,hieroglyphicis,hieroglyphicos,hieroglyphicis,hieroglyphicae,hieroglyphicarum,hieroglyphicis,hieroglyphicas,hieroglyphicis,hieroglyphica,hieroglyphicorum,hieroglyphicis,hieroglyphica,hieroglyphicis
rancidulus,rancidulior,rancidulissimus,rancidule,rancidulus,ranciduli,rancidulo,rancidulum,rancidulo,rancidula,rancidulae,rancidulae,rancidulam,rancidula,rancidulum,ranciduli,rancidulo,rancidulum,rancidulo,ranciduli,rancidulorum,rancidulis,rancidulos,rancidulis,rancidulae,rancidularum,rancidulis,rancidulas,rancidulis,rancidula,rancidulorum,rancidulis,rancidula,rancidulis
sanguineus,sanguineior,sanguineissimus,sanguinee,sanguineus,sanguinei,sanguineo,sanguineum,sanguineo,sanguinea,sanguineae,sanguineae,sanguineam,sanguinea,sanguineum,sanguinei,sanguineo,sanguineum,sanguineo,sanguinei,sanguineorum,sanguineis,sanguineos,sanguineis,sanguineae,sanguinearum,sanguineis,sanguineas,sanguineis,sanguinea,sanguineorum,sanguineis,sanguinea,sanguineis
gibber,gibberior,gibberrimus,gibbere,gibber,gibberi,gibbero,gibberum,gibbero,gibbera,gibberae,gibberae,gibberam,gibbera,gibberum,gibberi,gibbero,gibberum,gibbero,gibberi,gibberorum,gibberis,gibberos,gibberis,gibberae,gibberarum,gibberis,gibberas,gibberis,gibbera,gibberorum,gibberis,gibbera,gibberis
rancidus,rancidior,rancidissimus,rancide,rancidus,rancidi,rancido,rancidum,rancido,rancida,rancidae,rancidae,rancidam,rancida,rancidum,rancidi,rancido,rancidum,rancido,rancidi,rancidorum,rancidis,rancidos,rancidis,rancidae,rancidarum,rancidis,rancidas,rancidis,rancida,rancidorum,rancidis,rancida,rancidis
psittacinus,psittacinior,psittacinissimus,psittacine,psittacinus,psittacini,psittacino,psittacinum,psittacino,psittacina,psittacinae,psittacinae,psittacinam,psittacina,psittacinum,psittacini,psittacino,psittacinum,psittacino,psittacini,psittacinorum,psittacinis,psittacinos,psittacinis,psittacinae,psittacinarum,psittacinis,psittacinas,psittacinis,psittacina,psittacinorum,psittacinis,psittacina,psittacinis
iracundus,iracundior,iracundissimus,iracunde,iracundus,iracundi,iracundo,iracundum,iracundo,iracunda,iracundae,iracundae,iracundam,iracunda,iracundum,iracundi,iracundo,iracundum,iracundo,iracundi,iracundorum,iracundis,iracundos,iracundis,iracundae,iracundarum,iracundis,iracundas,iracundis,iracunda,iracundorum,iracundis,iracunda,iracundis
undicola,undicolior,undicolissimus,undicoliter,undicola,undicolae,undicolae,undicolam,undicola,undicola,undicolae,undicolae,undicolam,undicola,undicola,undicolae,undicolae,undicola,undicola,undicolae,undicolarum,undicolis,undicolas,undicolis,undicolae,undicolarum,undicolis,undicolas,undicolis,undicola,undicolarum,undicolis,undicola,undicolis
silvifragus,silvifragior,silvifragissimus,silvifrage,silvifragus,silvifragi,silvifrago,silvifragum,silvifrago,silvifraga,silvifragae,silvifragae,silvifragam,silvifraga,silvifragum,silvifragi,silvifrago,silvifragum,silvifrago,silvifragi,silvifragorum,silvifragis,silvifragos,silvifragis,silvifragae,silvifragarum,silvifragis,silvifragas,silvifragis,silvifraga,silvifragorum,silvifragis,silvifraga,silvifragis
aquigenus,aquigenior,aquigenissimus,aquigene,aquigenus,aquigeni,aquigeno,aquigenum,aquigeno,aquigena,aquigenae,aquigenae,aquigenam,aquigena,aquigenum,aquigeni,aquigeno,aquigenum,aquigeno,aquigeni,aquigenorum,aquigenis,aquigenos,aquigenis,aquigenae,aquigenarum,aquigenis,aquigenas,aquigenis,aquigena,aquigenorum,aquigenis,aquigena,aquigenis
saxifragus,saxifragior,saxifragissimus,saxifrage,saxifragus,saxifragi,saxifrago,saxifragum,saxifrago,saxifraga,saxifragae,saxifragae,saxifragam,saxifraga,saxifragum,saxifragi,saxifrago,saxifragum,saxifrago,saxifragi,saxifragorum,saxifragis,saxifragos,saxifragis,saxifragae,saxifragarum,saxifragis,saxifragas,saxifragis,saxifraga,saxifragorum,saxifragis,saxifraga,saxifragis
ossifragus,ossifragior,ossifragissimus,ossifrage,ossifragus,ossifragi,ossifrago,ossifragum,ossifrago,ossifraga,ossifragae,ossifragae,ossifragam,ossifraga,ossifragum,ossifragi,ossifrago,ossifragum,ossifrago,ossifragi,ossifragorum,ossifragis,ossifragos,ossifragis,ossifragae,ossifragarum,ossifragis,ossifragas,ossifragis,ossifraga,ossifragorum,ossifragis,ossifraga,ossifragis
saxigenus,saxigenior,saxigenissimus,saxigene,saxigenus,saxigeni,saxigeno,saxigenum,saxigeno,saxigena,saxigenae,saxigenae,saxigenam,saxigena,saxigenum,saxigeni,saxigeno,saxigenum,saxigeno,saxigeni,saxigenorum,saxigenis,saxigenos,saxigenis,saxigenae,saxigenarum,saxigenis,saxigenas,saxigenis,saxigena,saxigenorum,saxigenis,saxigena,saxigenis
caeligenus,caeligenior,caeligenissimus,caeligene,caeligenus,caeligeni,caeligeno,caeligenum,caeligeno,caeligena,caeligenae,caeligenae,caeligenam,caeligena,caeligenum,caeligeni,caeligeno,caeligenum,caeligeno,caeligeni,caeligenorum,caeligenis,caeligenos,caeligenis,caeligenae,caeligenarum,caeligenis,caeligenas,caeligenis,caeligena,caeligenorum,caeligenis,caeligena,caeligenis
semifer,semiferior,semiferrimus,semifere,semifer,semiferi,semifero,semiferum,semifero,semifera,semiferae,semiferae,semiferam,semifera,semiferum,semiferi,semifero,semiferum,semifero,semiferi,semiferorum,semiferis,semiferos,semiferis,semiferae,semiferarum,semiferis,semiferas,semiferis,semifera,semiferorum,semiferis,semifera,semiferis
phagedaenicus,phagedaenicior,phagedaenicissimus,phagedaenice,phagedaenicus,phagedaenici,phagedaenico,phagedaenicum,phagedaenico,phagedaenica,phagedaenicae,phagedaenicae,phagedaenicam,phagedaenica,phagedaenicum,phagedaenici,phagedaenico,phagedaenicum,phagedaenico,phagedaenici,phagedaenicorum,phagedaenicis,phagedaenicos,phagedaenicis,phagedaenicae,phagedaenicarum,phagedaenicis,phagedaenicas,phagedaenicis,phagedaenica,phagedaenicorum,phagedaenicis,phagedaenica,phagedaenicis
draconigena,draconigenior,draconigenissimus,draconigeniter,draconigena,draconigenae,draconigenae,draconigenam,draconigena,draconigena,draconigenae,draconigenae,draconigenam,draconigena,draconigena,draconigenae,draconigenae,draconigena,draconigena,draconigenae,draconigenarum,draconigenis,draconigenas,draconigenis,draconigenae,draconigenarum,draconigenis,draconigenas,draconigenis,draconigena,draconigenarum,draconigenis,draconigena,draconigenis
omnivagus,omnivagior,omnivagissimus,omnivage,omnivagus,omnivagi,omnivago,omnivagum,omnivago,omnivaga,omnivagae,omnivagae,omnivagam,omnivaga,omnivagum,omnivagi,omnivago,omnivagum,omnivago,omnivagi,omnivagorum,omnivagis,omnivagos,omnivagis,omnivagae,omnivagarum,omnivagis,omnivagas,omnivagis,omnivaga,omnivagorum,omnivagis,omnivaga,omnivagis
quadrupes,quadrupedior,quadrupedissimus,quadrupediter,quadrupes,quadrupedis,quadrupedi,quadrupedem,quadrupedi,quadrupes,quadrupedis,quadrupedi,quadrupedem,quadrupedi,quadrupes,quadrupedis,quadrupedi,quadrupes,quadrupedi,quadrupedes,quadrupedium,quadrupedibus,quadrupedes,quadrupedibus,quadrupedes,quadrupedium,quadrupedibus,quadrupedes,quadrupedibus,quadrupedia,quadrupedium,quadrupedibus,quadrupedia,quadrupedibus
ignivagus,ignivagior,ignivagissimus,ignivage,ignivagus,ignivagi,ignivago,ignivagum,ignivago,ignivaga,ignivagae,ignivagae,ignivagam,ignivaga,ignivagum,ignivagi,ignivago,ignivagum,ignivago,ignivagi,ignivagorum,ignivagis,ignivagos,ignivagis,ignivagae,ignivagarum,ignivagis,ignivagas,ignivagis,ignivaga,ignivagorum,ignivagis,ignivaga,ignivagis
noctivagus,noctivagior,noctivagissimus,noctivage,noctivagus,noctivagi,noctivago,noctivagum,noctivago,noctivaga,noctivagae,noctivagae,noctivagam,noctivaga,noctivagum,noctivagi,noctivago,noctivagum,noctivago,noctivagi,noctivagorum,noctivagis,noctivagos,noctivagis,noctivagae,noctivagarum,noctivagis,noctivagas,noctivagis,noctivaga,noctivagorum,noctivagis,noctivaga,noctivagis
famulus,famulior,famulissimus,famule,famulus,famuli,famulo,famulum,famulo,famula,famulae,famulae,famulam,famula,famulum,famuli,famulo,famulum,famulo,famuli,famulorum,famulis,famulos,famulis,famulae,famularum,famulis,famulas,famulis,famula,famulorum,famulis,famula,famulis
italicus,italicior,italicissimus,italice,italicus,italici,italico,italicum,italico,italica,italicae,italicae,italicam,italica,italicum,italici,italico,italicum,italico,italici,italicorum,italicis,italicos,italicis,italicae,italicarum,italicis,italicas,italicis,italica,italicorum,italicis,italica,italicis
verminosus,verminosior,verminosissimus,verminose,verminosus,verminosi,verminoso,verminosum,verminoso,verminosa,verminosae,verminosae,verminosam,verminosa,verminosum,verminosi,verminoso,verminosum,verminoso,verminosi,verminosorum,verminosis,verminosos,verminosis,verminosae,verminosarum,verminosis,verminosas,verminosis,verminosa,verminosorum,verminosis,verminosa,verminosis
cinericius,cinericiior,cinericiissimus,cinericie,cinericius,cinericii,cinericio,cinericium,cinericio,cinericia,cinericiae,cinericiae,cinericiam,cinericia,cinericium,cinericii,cinericio,cinericium,cinericio,cinericii,cinericiorum,cinericiis,cinericios,cinericiis,cinericiae,cinericiarum,cinericiis,cinericias,cinericiis,cinericia,cinericiorum,cinericiis,cinericia,cinericiis
